162.0,191.0,146.0,106.0
162.0,191.0,146.0,106.0
162.0,191.0,146.0,106.0
162.0,191.0,146.0,106.0
162.0,191.0,146.0,106.0
162.0,191.0,146.0,106.0
162.0,191.0,146.0,106.0
162.0,191.0,146.0,106.0
162.0,191.0,146.0,106.0
162.0,191.0,146.0,106.0
162.0,191.0,146.0,106.0
162.0,191.0,146.0,106.0
162.0,191.0,146.0,106.0
162.0,191.0,146.0,106.0
162.0,191.0,146.0,106.0
162.0,191.0,146.0,106.0
162.0,191.0,146.0,106.0
162.0,191.0,146.0,106.0
162.0,191.0,146.0,106.0
162.0,191.0,146.0,106.0
162.0,191.0,146.0,106.0
162.0,191.0,146.0,106.0
162.0,191.0,146.0,106.0
162.0,191.0,146.0,106.0
162.0,191.0,146.0,106.0
162.0,191.0,146.0,106.0
162.0,191.0,146.0,106.0
162.0,191.0,146.0,106.0
162.0,191.0,146.0,106.0
162.0,191.0,146.0,106.0
162.0,191.0,146.0,106.0
162.0,191.0,146.0,106.0
162.0,191.0,146.0,106.0
162.0,191.0,146.0,106.0
162.0,191.0,146.0,106.0
162.0,191.0,146.0,106.0
162.0,190.0,146.0,106.0
162.0,190.0,146.0,106.0
161.0,190.0,146.0,106.0
161.0,190.0,146.0,106.0
161.0,190.0,146.0,106.0
161.0,189.0,146.0,106.0
161.0,189.0,146.0,106.0
162.0,188.0,146.0,106.0
162.0,188.0,146.0,106.0
162.0,188.0,146.0,106.0
162.0,188.0,146.0,106.0
162.0,188.0,146.0,106.0
162.0,188.0,146.0,106.0
162.0,188.0,146.0,106.0
162.0,188.0,146.0,106.0
162.0,188.0,146.0,106.0
163.0,188.0,146.0,106.0
163.0,188.0,146.0,106.0
163.0,188.0,146.0,106.0
163.0,188.0,146.0,106.0
163.0,188.0,146.0,106.0
163.0,188.0,146.0,106.0
163.0,188.0,146.0,106.0
163.0,188.0,146.0,106.0
163.0,188.0,146.0,106.0
163.0,188.0,146.0,106.0
163.0,188.0,146.0,106.0
163.0,188.0,146.0,106.0
163.0,187.0,146.0,106.0
163.0,187.0,146.0,106.0
164.0,186.0,146.0,106.0
164.0,185.0,146.0,106.0
164.0,184.0,146.0,106.0
165.0,183.0,146.0,106.0
166.0,182.0,146.0,106.0
166.0,182.0,146.0,106.0
167.0,181.0,146.0,106.0
168.0,180.0,146.0,106.0
169.0,179.0,146.0,106.0
170.0,178.0,146.0,106.0
170.0,177.0,146.0,106.0
171.0,176.0,146.0,106.0
172.0,174.0,146.0,106.0
173.0,173.0,146.0,106.0
174.0,172.0,146.0,106.0
175.0,170.0,146.0,106.0
175.0,169.0,146.0,106.0
176.0,167.0,146.0,106.0
176.0,166.0,146.0,106.0
177.0,164.0,146.0,106.0
177.0,163.0,146.0,106.0
177.0,162.0,146.0,106.0
178.0,161.0,146.0,106.0
178.0,160.0,146.0,106.0
178.0,159.0,146.0,106.0
178.0,158.0,146.0,106.0
178.0,157.0,146.0,106.0
178.0,156.0,146.0,106.0
178.0,155.0,146.0,106.0
178.0,154.0,146.0,106.0
178.0,153.0,146.0,106.0
178.0,152.0,146.0,106.0
178.0,152.0,146.0,106.0
178.0,151.0,146.0,106.0
178.0,151.0,146.0,106.0
178.0,150.0,146.0,106.0
178.0,150.0,146.0,106.0
178.0,149.0,146.0,106.0
178.0,149.0,146.0,106.0
178.0,148.0,146.0,106.0
178.0,148.0,146.0,106.0
178.0,148.0,146.0,106.0
178.0,147.0,146.0,106.0
178.0,147.0,146.0,106.0
178.0,147.0,146.0,106.0
178.0,147.0,146.0,106.0
178.0,146.0,146.0,106.0
179.0,146.0,146.0,106.0
179.0,146.0,146.0,106.0
179.0,146.0,146.0,106.0
179.0,145.0,146.0,106.0
180.0,145.0,146.0,106.0
180.0,145.0,146.0,106.0
180.0,145.0,146.0,106.0
180.0,145.0,146.0,106.0
180.0,145.0,146.0,106.0
181.0,145.0,146.0,106.0
181.0,145.0,146.0,106.0
181.0,145.0,146.0,106.0
181.0,145.0,146.0,106.0
181.0,145.0,146.0,106.0
181.0,145.0,146.0,106.0
